ILCE,alan_metrekare
ŞİŞLİ,23020.23395148722
ÇATALCA,14000.426067774264
FATİH,1387.072685532565
KARTAL,49416.325631329615
KARTAL,4857.439910357897
ŞİŞLİ,42745.2483085929
ŞİLE,4241.934524874286
ÜSKÜDAR,111763.26854992338
PENDİK,21542.87904270046
ESENYURT,50738.03124120599
BEYOĞLU,46423.04097662216
BEYOĞLU,23959.662147531213
SİLİVRİ,26006.226232397836
PENDİK,22121.658853517598
SANCAKTEPE,68879.08668745856
ÜMRANİYE,13088.328000473664
ÜMRANİYE,11596.929469858975
ZEYTİNBURNU,225042.28405060738
ÜSKÜDAR,37863.818671913046
BAŞAKŞEHİR,65695.70007005663
ESENLER,38335.21151154113
BAŞAKŞEHİR,5137.307165135351
KÜÇÜKÇEKMECE,84994.79638739837
ESENYURT,80888.24499524587
BEYKOZ,4552.79184973486
PENDİK,71643.37173248937
KARTAL,12212.496966709683
BEYKOZ,5264.911198418585
BEYKOZ,3131.147691974235
ESENYURT,1648.230927714583
BEŞİKTAŞ,22573.999904394623
BEYOĞLU,267.7825218348442
ŞİŞLİ,18152.88186391024
FATİH,568842.6255962932
BEYOĞLU,9800.437321066089
TUZLA,35394.387643547634
KADIKÖY,34505.02330791733
KÜÇÜKÇEKMECE,176170.0296592377
ŞİLE,348.6774263027864
PENDİK,109042.15304387877
BAKIRKÖY,3198.5637270665534
ŞİLE,286.3916609898553
SARIYER,9492.441562126933
BAĞCILAR,29380.447280615925
ÜSKÜDAR,3269.977768708545
ÜSKÜDAR,3635.3872252413944
ŞİLE,297.51687070852284
PENDİK,97108.31366285241
PENDİK,3103.576791018002
KÜÇÜKÇEKMECE,155648.17391278455
BEŞİKTAŞ,4002.5096214225623
KADIKÖY,4461.760186118594
KAĞITHANE,27168.269270298213
EYÜPSULTAN,13281.38444375172
BEYKOZ,947.8735228320287
BAYRAMPAŞA,86736.91270377184
TUZLA,26283.146952682968
ÜMRANİYE,1921.7414998039621
EYÜPSULTAN,41728.14015252059
BAĞCILAR,71865.89101239304
BEŞİKTAŞ,3299.256901112579
SANCAKTEPE,10864.634412122043
SİLİVRİ,3299.8555566507816
PENDİK,1845.526669943184
BAHÇELİEVLER,6835.262351383465
ŞİLE,963.3555093167508
ŞİLE,438.0638028397966
BAKIRKÖY,69171.44979821275
SİLİVRİ,36402.443629072885
BAĞCILAR,2196.3373413612935
GAZİOSMANPAŞA,54199.07123406975
ZEYTİNBURNU,5910.023266727013
SİLİVRİ,565270.3029108798
EYÜPSULTAN,2463.924319355609
ŞİLE,7479.24504092423
PENDİK,227.65324553911057
KADIKÖY,213571.47676232475
PENDİK,2506.5499671618873
SARIYER,1072.1731897257991
ŞİLE,1609.3440960320252
ÜSKÜDAR,899.5676934901539
BEYKOZ,1333.9021814175737
ESENYURT,60807.540840138565
AVCILAR,584.2971469135318
BEYLİKDÜZÜ,2132.644359424208
BÜYÜKÇEKMECE,462.2511739625587
KADIKÖY,43813.12439928317
AVCILAR,3552.1886474101348
ÜMRANİYE,20591.003860902805
ÜMRANİYE,26993.434008346965
ÜSKÜDAR,10868.987549945065
EYÜPSULTAN,10423.453584172878
FATİH,8850.784443617533
BAŞAKŞEHİR,91535.48718777197
EYÜPSULTAN,3601.228526122891
SULTANBEYLİ,2816.910725462169
BEYKOZ,81096.75397484146
BAKIRKÖY,70973.95322249952
KARTAL,1067.2531920458684
BAKIRKÖY,177231.87374381325
ÜMRANİYE,6808.9861987220775
KAĞITHANE,50347.74227478335
BEYKOZ,8671.240131682907
KARTAL,8052.344126816888
ESENYURT,2664.595781275577
ÇATALCA,15215.059282691476
SARIYER,1039.329561913261
PENDİK,640.4828442626255
KARTAL,13354.616720197086
KADIKÖY,90120.68750920777
PENDİK,84269.89401988813
KARTAL,1258.9943369816563
FATİH,24766.81933113638
ÜSKÜDAR,6946.513558675755
SİLİVRİ,66527.44963474176
FATİH,1111.383678765153
KAĞITHANE,13601.427103780252
PENDİK,150763.62657210446
BÜYÜKÇEKMECE,107109.8052156809
ESENLER,157872.5353844557
ÇATALCA,50490.9091396333
SARIYER,86811.49072070152
KARTAL,191.8892348961377
KARTAL,27452.962611333165
MALTEPE,11559.813300629161
KÜÇÜKÇEKMECE,20984.902812846467
BAŞAKŞEHİR,5974.969282130845
BAKIRKÖY,1275.3687576256073
KARTAL,55907.91564240444
MALTEPE,156788.4101911582
ŞİLE,1426.7043931403496
ŞİLE,1291.5501006340896
SANCAKTEPE,946.262045532765
ÜSKÜDAR,53378.017573708355
EYÜPSULTAN,19562.024071603853
ÜSKÜDAR,2489.7342759605212
SARIYER,27660.805683464856
ŞİLE,1149.1756605698308
BAĞCILAR,28249.72226218189
FATİH,14473.871434993916
ŞİLE,1815.5519989765794
BEŞİKTAŞ,9673.706930057611
ATAŞEHİR,29665.163096717264
BAHÇELİEVLER,10801.47782636662
ŞİLE,2107.843028664721
SULTANBEYLİ,83987.40250920694
BAĞCILAR,1650.5191890242827
BÜYÜKÇEKMECE,365062.51050948165
BEYKOZ,5443.64549811082
SARIYER,6216.215201688928
SANCAKTEPE,32603.52448154158
KAĞITHANE,14446.324654052009
ÜSKÜDAR,20403.280312542378
BAKIRKÖY,8415.020839377063
BÜYÜKÇEKMECE,1865.9843044666159
KAĞITHANE,6289.606404422309
FATİH,1831.070463053944
BEYKOZ,3890.943149636763
ÜSKÜDAR,10377.515047520596
ŞİLE,3175.817571680974
ÜSKÜDAR,5420.034150159781
SARIYER,11114.411536863468
ŞİLE,2637.3079234329484
BEŞİKTAŞ,2274.1807550397757
ESENLER,2801.9077614031944
ŞİLE,7056.859195334398
BAKIRKÖY,15773.853181320426
ÇATALCA,37038.03672746592
SANCAKTEPE,144952.38467018367
ŞİLE,1573.1773158438787
BAKIRKÖY,4601.903284278759
BEYKOZ,1829.3550211965483
TUZLA,6853.7356165853125
FATİH,6428.361172982468
MALTEPE,1035.7844360859374
BAĞCILAR,10090.402000302642
BAKIRKÖY,1066.5610287750696
BAKIRKÖY,5771.7634255715675
BAKIRKÖY,4674.2687464775645
SARIYER,6677.221390048253
ÜSKÜDAR,2563.625079291877
BAŞAKŞEHİR,22652.69943726389
EYÜPSULTAN,7668.567565530317
SARIYER,15737.546040801182
SANCAKTEPE,69392.19060732212
BAYRAMPAŞA,50922.6394815326
MALTEPE,66130.31293637285
GAZİOSMANPAŞA,1355.9868349685833
ÜSKÜDAR,2473.4578485862294
BEŞİKTAŞ,139418.72503853185
BAĞCILAR,31393.025171819598
KADIKÖY,1737.9778885181217
BAŞAKŞEHİR,127124.167132694
KARTAL,19051.65471309936
ŞİŞLİ,4591.018077825385
ATAŞEHİR,30171.441619813875
PENDİK,4495.117351276178
KARTAL,40111.31517128917
BAYRAMPAŞA,65526.3855793782
SANCAKTEPE,74389.4481627852
AVCILAR,2085.1916915186944
BÜYÜKÇEKMECE,13866.380697428101
BAŞAKŞEHİR,16436.93181308588
BAKIRKÖY,80920.47133857431
PENDİK,945.5000905499477
ŞİLE,2131.1968840450995
AVCILAR,48809.66453062747
BEYOĞLU,41076.74094599525
ZEYTİNBURNU,28988.17419489442
ÜMRANİYE,43516.00917216362
SARIYER,4031.532786058842
AVCILAR,24905.368732678577
EYÜPSULTAN,1881.1705437941387
ATAŞEHİR,77922.01213141096
BÜYÜKÇEKMECE,235167.78203262403
KÜÇÜKÇEKMECE,15010.831444970023
ÜMRANİYE,49191.5976571729
SARIYER,7346.933721677924
ŞİLE,2363.601779972339
BEYKOZ,218.98832660871204
ÜMRANİYE,702.7357012682558
FATİH,1227.4889289166592
ŞİLE,643.3909066407824
BEYOĞLU,30998.74806620099
ESENLER,9966.059607118974
EYÜPSULTAN,1074.463300826571
ŞİLE,1578.674628364859
BÜYÜKÇEKMECE,16420.234916766258
ŞİLE,153.45241035721773
BEŞİKTAŞ,12740.712753771546
SARIYER,1104.5222541656951
ATAŞEHİR,4624.5166305319935
BÜYÜKÇEKMECE,221311.48390315773
BAŞAKŞEHİR,53220.90443945514
SARIYER,3841.550817499832
MALTEPE,5882.381960165961
ŞİLE,962.0986808199467
EYÜPSULTAN,25553.103546456376
ESENYURT,145262.76805186336
PENDİK,13091.167189245476
BAŞAKŞEHİR,32926.83505508648
PENDİK,539.2451865818352
BEŞİKTAŞ,10745.227396405902
ŞİŞLİ,20149.55299140595
KÜÇÜKÇEKMECE,8912.921599930705
ŞİLE,827.1117922702988
EYÜPSULTAN,1327.9425089504496
KÜÇÜKÇEKMECE,489.4269178966095
ÜMRANİYE,159698.3322286162
BAĞCILAR,1433.4078331813498
BAĞCILAR,3261.098954223971
BAHÇELİEVLER,4404.81973763532
EYÜPSULTAN,4714.287970565175
ESENLER,11890.217144484772
BAŞAKŞEHİR,13862.138920402405
GÜNGÖREN,330.42719203506743
BEYKOZ,275839.2980101762
SULTANBEYLİ,1867.4115061596558
BEŞİKTAŞ,5830.651806266412
ÜSKÜDAR,107646.04979288513
ŞİLE,1806.9495769915013
EYÜPSULTAN,17468.310966695324
ÜMRANİYE,16920.256945297173
FATİH,29943.44803440468
ÜMRANİYE,22946.533258214193
SARIYER,746.3133493834279
EYÜPSULTAN,3486.0250189172225
ŞİLE,3272.6477303144493
ÜMRANİYE,123572.78206506777
BEYOĞLU,14499.186931078217
ATAŞEHİR,3292.244971786354
KADIKÖY,66373.43804138644
KÜÇÜKÇEKMECE,1696.7210988964473
ZEYTİNBURNU,23051.095140249156
PENDİK,101717.99974715305
BAHÇELİEVLER,12552.423725905757
PENDİK,51066.43469096467
KAĞITHANE,56735.87007968082
ŞİLE,51086.38343700816
SARIYER,2472.229355447468
EYÜPSULTAN,16624.79486019501
FATİH,730.008777975084
ATAŞEHİR,11627.970606775827
ŞİLE,538.0022479409621
ÜMRANİYE,2011.8668874138948
BEYKOZ,33767.79138280828
FATİH,2341.779865465797
KADIKÖY,34653.52168997297
ŞİLE,2290.730043509126
SARIYER,3587.7790289832037
SARIYER,9587.718619090694
KÜÇÜKÇEKMECE,559179.7237690557
ÇATALCA,1487.661536003146
ESENLER,2001.1555684344714
ŞİLE,1911.4390360378263
BEYKOZ,10116.887963204235
MALTEPE,32031.719347718885
ÜSKÜDAR,270948.05867510097
ARNAVUTKÖY,17237.236463986468
SULTANGAZİ,86752.38001604436
ÜSKÜDAR,138967.8772505307
FATİH,35934.62369692796
BAKIRKÖY,16800.420934240232
MALTEPE,9595.326263077986
EYÜPSULTAN,22963.757174951123
ŞİLE,771.7514061675008
ADALAR,2078.414773714914
ŞİLE,1373.9212870169408
MALTEPE,38279.09856184777
EYÜPSULTAN,10056.924819773616
ADALAR,535.018436216819
PENDİK,8035.026844543791
ÜMRANİYE,1089.8904259073609
ZEYTİNBURNU,64502.11297649516
SİLİVRİ,33868.282341570884
SARIYER,9463.047357782467
BAKIRKÖY,4656.848535480338
ŞİLE,395.79439839847305
BÜYÜKÇEKMECE,15513.828590476493
ATAŞEHİR,17010.783892785123
ESENYURT,5696.945561426049
ŞİŞLİ,7351.3821843666665
ŞİLE,72533.72981523159
AVCILAR,12890.076758991718
PENDİK,1565.5826232929014
BAKIRKÖY,3563.7543147679226
KAĞITHANE,109078.41645751853
ŞİLE,371.4897638068708
SARIYER,4181.145489660908
ŞİLE,189.43812283526145
FATİH,2356.8993476197143
PENDİK,28592.82213546178
SİLİVRİ,233200.63410774982
PENDİK,136365.2620720122
ZEYTİNBURNU,46937.032045696076
SARIYER,2034.4985094147096
ŞİLE,114.55332763716547
KARTAL,31740.986427482778
BEŞİKTAŞ,2721.4522161779564
ESENYURT,145154.8942068428
TUZLA,18142.8060507973
SARIYER,512.2919465135689
SULTANGAZİ,4336.562152714811
KARTAL,3375.0948239016216
ÜSKÜDAR,11498.528197439584
SARIYER,33891.09981721509
KARTAL,5729.491754200067
BAKIRKÖY,9893.506035702916
TUZLA,769.5291443260799
ATAŞEHİR,40944.09750597385
ÜSKÜDAR,3104.2459887776586
EYÜPSULTAN,1801.5284529112398
ESENYURT,441226.1211679433
PENDİK,2208.3803000893136
PENDİK,155375.41164227508
EYÜPSULTAN,30214.208511429464
BEYKOZ,3045.023397039802
EYÜPSULTAN,6662.679977211175
KARTAL,6279.205719795695
KÜÇÜKÇEKMECE,21833.968231131657
ÇATALCA,1699.9123693976462
BAKIRKÖY,30224.048453364936
BEYKOZ,11604.517322861146
BEYOĞLU,4324.22859161869
BEYOĞLU,5680.07708678675
BEYLİKDÜZÜ,142312.0565205962
ÜSKÜDAR,74423.89710742573
BAHÇELİEVLER,2364.674435534999
GAZİOSMANPAŞA,9310.150292532377
AVCILAR,22011.399386435187
BAŞAKŞEHİR,35234.53044922113
PENDİK,6134.0982253765915
FATİH,6223.273707613758
BEŞİKTAŞ,22695.895108635006
FATİH,1338.410349213041
BAŞAKŞEHİR,1029.672126914479
ATAŞEHİR,286.3976068754155
ÜMRANİYE,249.40577941493524
ÇEKMEKÖY,5.327176575555803
ŞİLE,2335.4052622280633
PENDİK,20098.63140932354
BAKIRKÖY,211884.73404441585
SARIYER,5788.460705986785
EYÜPSULTAN,2721.8913811874836
BEYKOZ,18764.174426553804
BEŞİKTAŞ,8949.322860650958
SULTANBEYLİ,15726.819101718995
KAĞITHANE,10319.02001991822
ADALAR,180.17515372555383
ADALAR,79.32737084222771
KÜÇÜKÇEKMECE,18288.21776987768
ADALAR,75.63031351264578
ADALAR,223.5532669120935
ADALAR,277.51158630233203
ADALAR,371.9834602931476
ADALAR,1770.3274758747475
ADALAR,181.35990227872463
BEYOĞLU,1788.3736158654579
ÜSKÜDAR,14696.510313494853
SULTANBEYLİ,7830.636686393818
SANCAKTEPE,8077.466934645411
SİLİVRİ,23957.04156227782
ŞİLE,2775.6778038222947
ÜSKÜDAR,159371.36317888438
BÜYÜKÇEKMECE,610219.1412837055
EYÜPSULTAN,7834.393596943613
EYÜPSULTAN,43215.77815634808
SARIYER,8447.178668244493
SARIYER,6452.642871228975
ADALAR,154.4091574245054
BEYKOZ,78495.45594894495
TUZLA,2991.3804733059915
ADALAR,2173.191410498982
BAĞCILAR,213.3262209660595
ÜMRANİYE,1313.4180553468059
SANCAKTEPE,1667.82450872935
ÇEKMEKÖY,156.68493212756218
SANCAKTEPE,3411.316271159854
ÇEKMEKÖY,1450.2099003615517
KÜÇÜKÇEKMECE,3665.8243144114404
ADALAR,241.36211939391532
ADALAR,350.0356218521546
ADALAR,219.11777755830863
ADALAR,437.3398117226748
ADALAR,45.29937484545942
SANCAKTEPE,4428.575051066173
ADALAR,530.7903125538559
ADALAR,50.91228053008247
MALTEPE,15580.958766503716
TUZLA,31072.835156958114
KADIKÖY,109.32288186329092
MALTEPE,510868.7071188147
TUZLA,5044.313054991097
ŞİLE,11400.273487288168
ÇEKMEKÖY,2412.5793940073368
ŞİLE,53.2299300016095
ŞİLE,97.93418452941658
SANCAKTEPE,856.6727820958248
ADALAR,642.9945827544083
KARTAL,1019.1911712882234
ADALAR,469.0032233480944
ADALAR,1255.643139451375
KARTAL,4623.80345929402
ADALAR,824.5132904866526
ADALAR,577.2258198764869
EYÜPSULTAN,116621.21063990533
ESENYURT,5356.736299956616
BAKIRKÖY,14862.375252447946
BEYKOZ,276209.68822257797
ŞİLE,1437.0774772750706
ŞİLE,1210.9377340818846
ÜMRANİYE,95963.73367146506
ÇEKMEKÖY,7469.820861732045
SANCAKTEPE,3663.022896466549
BEYKOZ,159693.92265834863
ŞİLE,719.4926555507496
ÜSKÜDAR,3171.607792437062
MALTEPE,15065.868068081163
ÇEKMEKÖY,4983.199682369373
ÇEKMEKÖY,38866.06308164494
BÜYÜKÇEKMECE,7655.969382056794
ŞİŞLİ,6001.653074261987
BEŞİKTAŞ,131467.02556763927
BEŞİKTAŞ,21324.016451091462
TUZLA,2081.5613660818913
ŞİLE,324.06166288503687
GAZİOSMANPAŞA,19966.99540855066
ŞİLE,534.7230976082074
ÇATALCA,2474.0320820401935
ÇATALCA,10374.74896015607
BEŞİKTAŞ,1910.843624530491
TUZLA,199401.70214889475
PENDİK,23983.587816779644
BAHÇELİEVLER,2021.0410529462836
MALTEPE,18971.741200456276
SULTANBEYLİ,771.5122718522884
ATAŞEHİR,51492.44135846161
ÜMRANİYE,2013.008814048782
SULTANBEYLİ,416.99438073994554
AVCILAR,115745.28924262557
SARIYER,4955.600685749554
SARIYER,15582.89921421991
ŞİLE,1939.1087191878569
PENDİK,44641.51974678601
SULTANBEYLİ,140407.07241177326
SULTANBEYLİ,76.35158856430971
TUZLA,3121.91444765577
EYÜPSULTAN,22664.67049068968
ÜMRANİYE,2074.8238493115214
BEYKOZ,51053.439082191755
ATAŞEHİR,119780.61869205302
ATAŞEHİR,17154.931692007718
ÜSKÜDAR,143883.9110822241
ÜSKÜDAR,7556.198651399332
ÜSKÜDAR,4799.549013184809
BEYKOZ,36627.06263433482
ŞİLE,305.31497164495374
ŞİLE,22109.95271850763
EYÜPSULTAN,523.7726741508291
SULTANBEYLİ,429578.35459246824
SULTANBEYLİ,2.9594039714623985
SULTANBEYLİ,2.010838840352502
SULTANBEYLİ,7.10605407335947
SULTANBEYLİ,2.3682445713296456
SULTANBEYLİ,2.3676127734985846
SULTANBEYLİ,3.558656972048616
SULTANBEYLİ,3.5584542658587335
SULTANBEYLİ,1.7235701232420788
SULTANBEYLİ,3.5524290466051047
SANCAKTEPE,4.735157338904107
ŞİŞLİ,551.143463852341
SANCAKTEPE,6580.297677297426
SANCAKTEPE,101.83718309254846
BEŞİKTAŞ,389759.82597727847
SULTANBEYLİ,6908.8145345133835
BEYKOZ,36122.45299536838
BEYKOZ,98631.8775041029
ÜSKÜDAR,51201.581591210146
TUZLA,13620.878978390672
BAŞAKŞEHİR,127002.8773412134
BEYKOZ,340.2287687805353
BAĞCILAR,8164.989137271833
KAĞITHANE,22101.607171857184
ÜMRANİYE,5000.1786661424585
EYÜPSULTAN,25487.076654926328
BEYLİKDÜZÜ,123234.16745277664
ÇEKMEKÖY,25105.00438712783
BEYLİKDÜZÜ,81224.1363626963
MALTEPE,72355.32954957389
TUZLA,11226.28586858952
ADALAR,2657.0875795184593
ADALAR,548.6698644951881
SARIYER,153894.67599755328
ÇEKMEKÖY,78979.04673335556
BAYRAMPAŞA,1557.0893079875627
SANCAKTEPE,88488.54182529633
ADALAR,394.2033376122073
TUZLA,3093.2306151923863
ATAŞEHİR,2282.7244923585604
ZEYTİNBURNU,112829.6589544041
ATAŞEHİR,965.0318736385028
ATAŞEHİR,827.913885752095
TUZLA,4138.310674997794
ŞİLE,4474.125165512422
ŞİŞLİ,2795.0874949037907
KÜÇÜKÇEKMECE,1585.6472125348762
KÜÇÜKÇEKMECE,6492.100027180204
BAĞCILAR,610.5177357426422
BAĞCILAR,2164.9736306661853
BAHÇELİEVLER,2168.5332694599447
MALTEPE,1185.1771360551634
BAKIRKÖY,9728.964981345744
BAKIRKÖY,186263.84790508184
ŞİLE,1081.2408199245842
ATAŞEHİR,48620.70254725854
ADALAR,9938.526601159676
ADALAR,35.41956398120964
ADALAR,1453.087228114148
ADALAR,655.2248514784656
ADALAR,75.20429056563833
BAKIRKÖY,2449.5625443614977
GAZİOSMANPAŞA,2480.778974682149
EYÜPSULTAN,1079.5937891762503
KAĞITHANE,2805.466122550587
SULTANGAZİ,24211.66882776403
BAĞCILAR,1006.903319950827
ÜMRANİYE,17851.355811912064
ADALAR,1732.9592236017884
ADALAR,1380.554025134085
BEYKOZ,6273.135030973031
ADALAR,645.2906941560299
GAZİOSMANPAŞA,74149.47372610959
SULTANGAZİ,2416.9522979603726
BAYRAMPAŞA,30766.74611009831
BAĞCILAR,260352.03586844887
SULTANGAZİ,4047.5780000622703
ESENLER,16114.336264487456
SARIYER,1719.8705137010063
FATİH,37493.897570162655
ATAŞEHİR,3680.2618138186995
SİLİVRİ,380.4253990075997
ADALAR,1961.1076315120324
ÜSKÜDAR,7793.778526213514
TUZLA,20541.616937632396
KÜÇÜKÇEKMECE,136347.34676333363
PENDİK,45818.22864092435
ESENLER,176.8141722713933
PENDİK,15632.856373437073
KARTAL,30801.104994679354
MALTEPE,67371.83141972533
ADALAR,3194.849190667175
KARTAL,22203.323680796824
GAZİOSMANPAŞA,2608.6813216057803
SULTANGAZİ,29721.666652147633
ÇATALCA,3054.8257654594236
PENDİK,461.69423176482417
BEYLİKDÜZÜ,17935.198802480947
BAKIRKÖY,78440.74875038675
FATİH,16101.564804320467
PENDİK,562.7870310240883
PENDİK,15540.183843051725
ADALAR,358.1103094649403
ADALAR,59.10450161483527
ADALAR,356.7064704016207
KADIKÖY,1676.3999125548028
ZEYTİNBURNU,60213.52341362237
EYÜPSULTAN,46616.353584471566
KARTAL,21823.34659507663
KARTAL,1861.877522660402
ÇEKMEKÖY,4304.324351379815
MALTEPE,1204.5931413543162
ÜSKÜDAR,18102.123491796137
ÜSKÜDAR,7425.509480608631
ÜSKÜDAR,10710.26327457786
MALTEPE,15980.97043877439
SARIYER,2798.48403460399
ŞİLE,2794.0800286623175
ÜMRANİYE,1004.0472941396678
BAĞCILAR,1429.4265015568553
GÜNGÖREN,553.873984394235
GAZİOSMANPAŞA,384.8404342286408
BAYRAMPAŞA,370.9025085109217
SARIYER,6565.7119929653245
SİLİVRİ,75.66742749135318
SİLİVRİ,24064.057328959334
ESENLER,19991.709352053196
ADALAR,239.64914756109764
ŞİLE,7277.2480318718635
ADALAR,468.0278417628648
MALTEPE,10829.287272847136
ADALAR,774.576717972201
ADALAR,308.03302936507987
ADALAR,219.98902223519843
KÜÇÜKÇEKMECE,15701.421269596887
KARTAL,7085.881558288781
KARTAL,6135.025228354103
FATİH,1080.9961976724326
SİLİVRİ,2571.075958697979
KAĞITHANE,120951.72904098741
EYÜPSULTAN,22651.19287451208
KADIKÖY,39229.34068433044
MALTEPE,95263.34542940886
BAKIRKÖY,25371.986645280835
ZEYTİNBURNU,37736.20848141584
KARTAL,8201.699443512938
AVCILAR,10001.033492311235
ATAŞEHİR,707.5902582082506
ÜMRANİYE,2873.9006826578884
ÜMRANİYE,872.3834044577856
ÜMRANİYE,694.830677940793
MALTEPE,12393.029385308539
MALTEPE,2217.8218121392892
KARTAL,2457.809925338873
PENDİK,1124.2392650921581
SULTANBEYLİ,1273.7220537906378
SANCAKTEPE,11413.362698324083
SANCAKTEPE,2304.8731023045043
SANCAKTEPE,5146.385768780108
MALTEPE,5557.326252545905
KARTAL,1611.4833691293309
BAĞCILAR,12915.578118960602
KÜÇÜKÇEKMECE,6494.046294605854
KÜÇÜKÇEKMECE,7722.7636406781785
BAĞCILAR,853.8857930883016
BAĞCILAR,34688.19135830038
KARTAL,24766.088588587456
KARTAL,15832.116110971263
KADIKÖY,9568.52488284797
MALTEPE,59844.96496824566
TUZLA,14920.011502374804
ÜSKÜDAR,137840.32244919115
BEŞİKTAŞ,24353.025943084816
ADALAR,16.271883284488556
BAĞCILAR,5111.625904915118
KÜÇÜKÇEKMECE,1076.9048751436414
KADIKÖY,23126.893918460366
BEYKOZ,10369.759066419336
AVCILAR,44486.974890354984
BEYKOZ,2689.8490448169086
KÜÇÜKÇEKMECE,13879.997555698208
ADALAR,2694.7539305674118
ATAŞEHİR,1320.5240446100488
SARIYER,40050.26780087063
